,Sector,Subsector,Label,Description,Scope,Unit,2017,2018,2019,2020,2025,2030,2035,2040,2045,2050,Remarks
0,"Total Energy, Gas, Oil & Coal Sector - ",Coal ,OECM  GHG,Coal Scope 1: ,1,[Mt CO2 equiv./a],7.052505201440598,6.496949307250976,5.204291468175278,4.732782500431002,4.43539616957353,1.9926230675679708,0.6405022806748435,0.08443612405501832,0.05237064316256283,0,
1,"Total Energy, Gas, Oil & Coal Sector - ",Coal ,OECM  GHG,Coal Scope 2: Electricity - own sector use,2,[Mt CO2 equiv./a],0.7820174726000001,0.7254152857,0.6711849816000001,0.6062812048999999,0.4413954507218802,0.1982990297600741,0.06374059544134211,0.008402794160787885,0.0052117472170601685,0,
2,"Total Energy, Gas, Oil & Coal Sector - ",Coal ,OECM  GHG,Coal Scope 3: Total CO2 equivalent,3,[Mt CO2 equiv./a],41.585469701596224,38.47642784194104,29.404894648169954,27.558594939987476,28.23915767158072,12.439903863993068,3.9635544277258954,0.10793499333588624,0.09542148448498697,0,
3,"Total Energy, Gas, Oil & Coal Sector - ",Coal ,OECM  CO2,Coal Scope 1: ,1,[Mt CO2/a],1.0127300100000007,1.0127151300000001,0.9914748600000006,0.7911891299999998,0.8449918347510098,0.37961664695971,0.12202274083707865,0.016086011859313572,0.05237064316256283,0,
4,"Total Energy, Gas, Oil & Coal Sector - ",Coal ,OECM  CO2,Coal Scope 2: Electricity - own sector use,2,[Mt CO2/a],0.7820174726000001,0.7254152857,0.6711849816000001,0.6062812048999999,0.4413954507218802,0.1982990297600741,0.06374059544134211,0.008402794160787885,0.0052117472170601685,0,
5,"Total Energy, Gas, Oil & Coal Sector - ",Coal ,OECM  CO2,Coal Scope 3: Total CO2,3,[Mt CO2/a],39.60753102222537,36.69501367862037,28.026812828379185,26.234455081024127,26.579035700227703,11.51169417043382,3.4737933820830995,0.08909295768532682,0.05525899663744991,0,
6,"Total Energy, Gas, Oil & Coal Sector - ",Coal ,Production Centric  GHG,Coal Scope 1: ,1,[Mt CO2 equiv./a],46.66003622366597,43.19196298587134,33.23110429655446,30.96723758145513,31.014431869801232,13.504317238001791,4.114295662757943,0.17352908174034515,0.10762963980001275,0,
7,"Total Energy, Gas, Oil & Coal Sector - ",Coal ,Production Centric  GHG,Coal Scope 2: Electricity - own sector use,2,[Mt CO2 equiv./a],0.7820174726000001,0.7254152857,0.6711849816000001,0.6062812048999999,0.4413954507218802,0.1982990297600741,0.06374059544134211,0.008402794160787885,0.0052117472170601685,0,
8,"Total Energy, Gas, Oil & Coal Sector - ",Coal ,Production Centric  GHG,Coal Scope 3: Total CO2 equivalent,3,[Mt CO2 equiv./a],0.0,0,0.0,0.0,0,0,0,0,0,0,
9,"Total Energy, Gas, Oil & Coal Sector - ",Coal ,Production Centric  CO2,Coal Scope 1: ,1,[Mt CO2/a],42.59819971159622,39.489142971941035,30.396369508169954,28.349784069987475,29.08414950633173,12.819520510952778,4.085577168562974,0.12402100519519982,0.10539866897114289,0,
10,"Total Energy, Gas, Oil & Coal Sector - ",Coal ,Production Centric  CO2,Coal Scope 2: Electricity - own sector use,2,[Mt CO2/a],0.7820174726000001,0.7254152857,0.6711849816000001,0.6062812048999999,0.4413954507218802,0.1982990297600741,0.06374059544134211,0.008402794160787885,0.0052117472170601685,0,
11,"Total Energy, Gas, Oil & Coal Sector - ",Coal ,Production Centric  CO2,Coal Scope 3: Total CO2 ,3,[Mt CO2/a],0.0,0,0.0,0.0,0,0,0,0,0,0,
12,"Total Energy, Gas, Oil & Coal Sector - ",Coal,Total,Coal - total CO2 emissions,Total,[Mt CO2/a],48.63797490303682,44.97337714919202,29.404894648169954,27.558594939987476,28.23915767158072,12.439903863993068,3.9635544277258954,0.10793499333588624,0.09542148448498697,0,
13,"Total Energy, Gas, Oil & Coal Sector - ",Oil ,OECM  GHG,Oil Scope 1: ,1,[Mt CO2 equiv./a],16.356259695890106,15.68335212994343,15.046175775363894,13.638498937060861,11.907470190350356,9.507566175049062,4.372356048767665,2.8148849223924772,1.5283679951567815,1.2040994535893912,
14,"Total Energy, Gas, Oil & Coal Sector - ",Oil ,OECM  GHG,Oil Scope 2: Electricity - own sector use,2,[Mt CO2 equiv./a],1.4606451749999998,1.4288958750000003,1.448106825,1.5624906,1.0569788863903566,0.8439489284743106,0.388116699303079,0.2498661666185422,0.13566716319177657,0.10688313127918102,
15,"Total Energy, Gas, Oil & Coal Sector - ",Oil ,OECM  GHG,Oil Scope 3: Total CO2 equivalent,3,[Mt CO2 equiv./a],184.79686224837874,179.667349873143,177.1937038358627,157.87952374059188,130.310420161427,102.64260707019655,41.07137917612049,24.105017500393842,7.38079517242845,0,
16,"Total Energy, Gas, Oil & Coal Sector - ",Oil ,OECM  CO2,Oil Scope 1: ,1,[Mt CO2/a],16.356259695890106,15.68335212994343,15.046175775363894,13.638498937060861,11.907470190350356,9.507566175049062,4.372356048767665,2.8148849223924772,1.5283679951567815,1.2040994535893912,
17,"Total Energy, Gas, Oil & Coal Sector - ",Oil ,OECM  CO2,Oil Scope 2: Electricity - own sector use,2,[Mt CO2/a],1.4606451749999998,1.4288958750000003,1.448106825,1.5624906,1.0569788863903566,0.8439489284743106,0.388116699303079,0.2498661666185422,0.13566716319177657,0.10688313127918102,
18,"Total Energy, Gas, Oil & Coal Sector - ",Oil ,OECM  CO2,Oil Scope 3: Total CO2 ,3,[Mt CO2/a],175.3156057018725,170.51669760157978,168.09445001304374,149.56207894547865,120.75006170836633,93.60202877727603,35.097722340515574,17.6080019539997,7.38079517242845,0,
