,Sector,Subsector,Label,Description,Scope,Unit,2017,2018,2019,2020,2025,2030,2035,2040,2045,2050,Remarks
0,"Total Energy, Gas, Oil & Coal Sector - ",Coal ,OECM  GHG,Coal Scope 1: ,1,[Mt CO2 equiv./a],17.776047676213338,18.507791204203844,19.05243346591328,18.704603934291185,15.492562433878007,14.289164432724203,9.91603907068776,3.480032565777063,1.2035954935706663,0,
1,"Total Energy, Gas, Oil & Coal Sector - ",Coal ,OECM  GHG,Coal Scope 2: Electricity - own sector use,2,[Mt CO2 equiv./a],1.5721388781,1.7317974443000002,1.8974869564,1.7020476704,1.3446794685077135,1.1121389301869165,0.772213396617299,0.2731697772445435,0.09249616258071011,0,
2,"Total Energy, Gas, Oil & Coal Sector - ",Coal ,OECM  GHG,Coal Scope 3: Total CO2 equivalent,3,[Mt CO2 equiv./a],167.52961543197765,180.55363044354814,183.60771812970307,179.67871686842918,122.19140976990549,91.19281572061132,64.77760880521242,27.32899601783338,13.815316969851212,0,
3,"Total Energy, Gas, Oil & Coal Sector - ",Coal ,OECM  CO2,Coal Scope 1: ,1,[Mt CO2/a],3.791285429999999,4.106928360000001,4.5452894399999995,3.6869478000000004,3.696020277684297,3.408928750161186,2.365643620026886,0.8302223073174428,1.2035954935706663,0,
4,"Total Energy, Gas, Oil & Coal Sector - ",Coal ,OECM  CO2,Coal Scope 2: Electricity - own sector use,2,[Mt CO2/a],1.5721388781,1.7317974443000002,1.8974869564,1.7020476704,1.3446794685077135,1.1121389301869165,0.772213396617299,0.2731697772445435,0.09249616258071011,0,
5,"Total Energy, Gas, Oil & Coal Sector - ",Coal ,OECM  CO2,Coal Scope 3: Total CO2,3,[Mt CO2/a],157.70508645722595,170.1280896685083,172.9613876173842,169.59447867682152,112.23781988884436,81.35722170409122,56.534195844267174,20.214667651416278,6.6485268622001765,0,
6,"Total Energy, Gas, Oil & Coal Sector - ",Coal ,Production Centric  GHG,Coal Scope 1: ,1,[Mt CO2 equiv./a],175.4811341334393,188.63588087271214,192.01382108329747,188.2990826111127,127.73038232272236,95.64638613681542,66.45023491495493,23.69470021719334,7.852122355770843,0,
7,"Total Energy, Gas, Oil & Coal Sector - ",Coal ,Production Centric  GHG,Coal Scope 2: Electricity - own sector use,2,[Mt CO2 equiv./a],1.5721388781,1.7317974443000002,1.8974869564,1.7020476704,1.3446794685077135,1.1121389301869165,0.772213396617299,0.2731697772445435,0.09249616258071011,0,
8,"Total Energy, Gas, Oil & Coal Sector - ",Coal ,Production Centric  GHG,Coal Scope 3: Total CO2 equivalent,3,[Mt CO2 equiv./a],0.0,0,0.0,0.0,0,0,0,0,0,0,
9,"Total Energy, Gas, Oil & Coal Sector - ",Coal ,Production Centric  CO2,Coal Scope 1: ,1,[Mt CO2/a],171.32090086197763,184.66055880354816,188.15300756970308,183.3656646684292,125.88743004758979,94.6017444707725,67.14325242523931,28.15921832515082,14.10245561262595,0,
10,"Total Energy, Gas, Oil & Coal Sector - ",Coal ,Production Centric  CO2,Coal Scope 2: Electricity - own sector use,2,[Mt CO2/a],1.5721388781,1.7317974443000002,1.8974869564,1.7020476704,1.3446794685077135,1.1121389301869165,0.772213396617299,0.2731697772445435,0.09249616258071011,0,
11,"Total Energy, Gas, Oil & Coal Sector - ",Coal ,Production Centric  CO2,Coal Scope 3: Total CO2 ,3,[Mt CO2/a],0.0,0,0.0,0.0,0,0,0,0,0,0,
12,"Total Energy, Gas, Oil & Coal Sector - ",Coal,Total,Coal - total CO2 emissions,Total,[Mt CO2/a],185.30566310819097,199.06142164775198,183.60771812970307,179.67871686842918,122.19140976990549,91.19281572061132,64.77760880521242,27.32899601783338,13.815316969851212,0,
13,"Total Energy, Gas, Oil & Coal Sector - ",Oil ,OECM  GHG,Oil Scope 1: ,1,[Mt CO2 equiv./a],13.249706726383334,10.042158865006229,10.48816970799831,9.14727846047745,7.50601294499434,6.238870401263351,3.908577242066263,2.9178322126080563,2.569366190873902,2.533808176149692,
14,"Total Energy, Gas, Oil & Coal Sector - ",Oil ,OECM  GHG,Oil Scope 2: Electricity - own sector use,2,[Mt CO2 equiv./a],0.7454421000000001,0.7238043000000001,0.9468297,0.9569565000000001,0.5777826752647894,0.4802431407310833,0.30086654951829694,0.2246029835185335,0.19777947125551418,0.1950423583534959,
15,"Total Energy, Gas, Oil & Coal Sector - ",Oil ,OECM  GHG,Oil Scope 3: Total CO2 equivalent,3,[Mt CO2 equiv./a],143.09265182165717,142.18438235853174,140.0787219189693,136.82168960262715,82.62127281934485,64.56577611111916,32.44184003954813,18.5860869578416,11.382382442286413,0,
16,"Total Energy, Gas, Oil & Coal Sector - ",Oil ,OECM  CO2,Oil Scope 1: ,1,[Mt CO2/a],13.249706726383334,10.042158865006229,10.48816970799831,9.14727846047745,7.50601294499434,6.238870401263351,3.908577242066263,2.9178322126080563,2.569366190873902,2.533808176149692,
17,"Total Energy, Gas, Oil & Coal Sector - ",Oil ,OECM  CO2,Oil Scope 2: Electricity - own sector use,2,[Mt CO2/a],0.7454421000000001,0.7238043000000001,0.9468297,0.9569565000000001,0.5777826752647894,0.4802431407310833,0.30086654951829694,0.2246029835185335,0.19777947125551418,0.1950423583534959,
18,"Total Energy, Gas, Oil & Coal Sector - ",Oil ,OECM  CO2,Oil Scope 3: Total CO2 ,3,[Mt CO2/a],134.15491266286762,133.24135105012553,131.23005501327123,128.4893090476921,74.84273795059363,57.50182200913199,27.27891238419135,12.856499831231565,11.382382442286413,0,
